,REGION,STATE,PRIMARY_COUNTY,SECONDARY_COUNTIES,AUTHORITY,POINT_OF_CONTACT_NAME,POINT_OF_CONTACT_STREET_1,POINT_OF_CONTACT_STREET_2,POINT_OF_CONTACT_CITY,POINT_OF_CONTACT_STATE,POINT_OF_CONTACT_ZIP,POINT_OF_CONTACT_PHONE,POINT_OF_CONTACT_FAX,POINT_OF_CONTACT_EMAIL,FACILITY_NAME,CWNS_NUMBER,OWNER_TYPE,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SECONDARY_WATERSHEDS,PRIMARY_CONGRESSIONAL_DISTRICT,SECONDARY_CONGRESSIONAL_DIST,NPDES_PERMIT_NUMBER,PERMIT_TYPE,FACILITY_STREET_1,FACILITY_STREET_2,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,SYSTEM_NAME,FACILITY_DESCRIPTION,MILITARY_IND,TMDL_IND,SOURCE_WATER_PROTECTION_IND,SMALL_COMMUNITY_EXCEPTION_IND,PRES_FACILITY_TYPE,PRES_FACILITY_OVERALL_TYPE,PRES_TREATMENT_PLANT_TYPE,PROJ_FACILITY_TYPE,PROJ_FACILITY_OVERALL_TYPE,PROJ_TREATMENT_PLANT_TYPE,COORDINATE_TYPE,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,HORIZONTAL_COORDINATE_DATUM,HORIZONTAL_COLLECTION_METHOD,SCALE,GEOGRAPHIC_LOCATION_SOURCE,MEASUREMENT_DATE,TRIBE_IND,SPECIAL_PROGRAM_AREAS,FACILITY_ID,REVIEW_STATUS,SMALL_COMMUNITY_IND,POTW_PRESENT_IND,POTW_PROJECTED_IND,DECENTRALIZED_ONLY_IND,CITIES_TOWNS
40,9,CA,San Bernardino,,"San Bernardino Co., Special Districts Department",Jim Payfer,"Water & Sanitation Division,","12402 Industrial Blvd.,Building D,Ste. 6",Victorville,CA,92393-5004,7609559885,7609559685,JPAYFER@SDD.CO.SAN-BERNARDINO.CA.US,Green Valley Lake Collection System,06006001001,Public,18090208,Mojave,,8th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,34.241 N,117.076 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,06-JAN-03,N,,1175854,Federal Accepted,Y,,,N,Unincorporated areas
41,9,CA,Kern,,BORON CSD,,,,,CA,,,,,BORON WWTF,06006003001,Public,18080003,Honey-Eagle Lakes,,1st Congressional District,,,,27167 Carmichael St.,,Boron,CA,93596,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,40.3084 N,120.7117 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175856,Federal Accepted,Y,Y,Y,N,Boron
42,9,CA,San Bernardino,,"BARSTOW, CITY OF",Sandra Perea,2200 East Riverside Drive,,Barstow,CA,92312,7602522226,,,Barstow WRF,06006005001,Public,18090207,Coyote-Cuddeback Lakes,,8th Congressional District,,,,2200 E Riverside Dr.,,Barstow ,CA,92311,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,35.1781 N,117.2489 W,North American Datum of 1927,Address Matching-Street Centerline, ,Manual,19-JUL-02,N,,1175858,Federal Accepted,N,Y,Y,N,Barstow
43,9,CA,Placer,,North Tahoe Public Utility District,John Hassenplug,P.O. Box 139,,Tahoe Vista,CA,96148-0139,5305464212,5305462652,,North Tahoe Joint Collection System,06006007001,Public,16050101,Lake Tahoe,,4th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Pump Stations, Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Pump Stations, Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,39.2464 N,120.0576 W,World Geodetic System of 1984,Zipcode-Centroid, ,Manual,24-JUN-03,N,,1175860,Federal Accepted,Y,,,N,Tahoe City
44,9,CA,Nevada,,Tahoe-Truckee Sanitation Agency,Craig F. Woods,13720 Joerger Drive,,Truckee,CA,96161,5305872525,5305875840,CWOODS@TTSA.NET,Tahoe-Truckee WWTP,06006008001,Public,16050102,Truckee,,4th Congressional District,1st Congressional District,,,"On the truckee river, 2 miles east of do",,Truckee,CA,96161,,,N,N,N,N,Treatment Plant,Wastewater,,Treatment Plant,Wastewater,,Single Point,Center/Centroid,39.3272 N,120.1303 W,World Geodetic System of 1984,Address Matching-House Number, ,Manual,13-FEB-01,N,,1175861,Federal Accepted,N,Y,Y,N,
45,9,CA,Mono,,Mammoth Community Water District,Gary Sisson,P.O. Box 597,,Mammoth Lakes,CA,93546-0597,7609342596,,,Mammoth Community WWTF,06006010001,Public,18090101,Mono Lake,,8th Congressional District,,,,1315 Meridian Blvd,,Mammoth Lakes,CA,93546,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.6583 N,118.8989 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,27-SEP-01,N,,1175863,Federal Accepted,Y,Y,Y,N,Unincorporated areas
46,9,CA,Mono,,HILTON CREEK CSD,Robert Lavagnino,Route 1 Box 1124,,Crowley Lake,CA,93546,7609354500,,,HILTON CREEK WWTF,06006012001,Public,18090101,Mono Lake,,8th Congressional District,,,,Route 1,,Crowley Lake,CA,93546,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.8133 N,118.9971 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175865,Federal Accepted,Y,Y,Y,N,Unincorporated areas
47,9,CA,Placer,,Alpine Springs County Water District,John Shaw,P.O. Box 1879,,Tahoe City,CA,96145,5305832342,,,Alpine Springs Collection System,06006018001,Public,16050101,Lake Tahoe,,4th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,39.1548 N,120.1515 W,World Geodetic System of 1984,Zipcode-Centroid, ,Manual,24-JUN-03,N,,1175873,Federal Accepted,Y,,,N,Unincorporated areas
48,9,CA,Nevada,,Truckee Sanitary District,Blake R. Tresan,12304 Joeger Drive,,Truckee,CA,96161-3312,5305873804,5305874199,BTRESAN@TRUCKEESAN.ORG,Truckee Collection System,06006020001,Public,16050102,Truckee,,4th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,39.327 N,120.1494 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,24-JUN-03,N,,1175875,Federal Accepted,N,,,N,Truckee
49,9,CA,San Bernardino,,Crestline Sanitation District,Kathy Whalen,"24516 Lake Drive, P.O. Box 3395",,Crestline,CA,92325-3395,9093381750,9093385306,KWHALEN@SDD.CO.SAN-BERNARDINO.CA.US,HOUSTON CREEK WWTF,06006021001,Public,18090208,Mojave,,8th Congressional District,,,,246 Houston Rd,,Crestline,CA,92325,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,34.2479 N,117.266 W,North American Datum of 1927,Address Matching-Nearest Intersection, ,Manual,08-JAN-03,N,,1175876,Federal Accepted,N,Y,Y,N,Unincorporated areas
50,9,CA,San Bernardino,,Crestline Sanitation District,Kathy Whalen,"24516 Lake Drive, P.O. Box 3395",,Crestline,CA,92325-3395,9093381750,9093385306,KWHALEN@SDD.CO.SAN-BERNARDINO.CA.US,SEELEY CREEK WWTF,06006021002,Public,18090208,Mojave,,8th Congressional District,,,,24516 Lake Drive	,,Crestline,CA,92325,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,34.2479 N,117.266 W,North American Datum of 1927,Address Matching-Nearest Intersection, ,Manual,08-JAN-03,N,,1175877,Federal Accepted,Y,Y,Y,N,Unincorporated areas
51,9,CA,Kern,,DESERT LAKE CSD,,,,,CA,,,,,DESERT LAKE WWTF,06006031001,Public,18080003,Honey-Eagle Lakes,,1st Congressional District,,,,West of Boron,,"BORON,",CA,93516,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,40.3084 N,120.7117 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175885,Federal Accepted,Y,Y,Y,N,Unincorporated areas
52,9,CA,Merced,,"LOS BANOS, CITY OF",Raymond Desa,411 Madison Street,,Los Banos,CA,93635,2098277000,,,LOS BANOS WWTF,06005026001,Public,18040001,Middle San Joaquin-Lower Chowchilal,,16th Congressional District,,,,17963 W. Henry Miller Road,,Los Banos,CA,93635,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,37.0992 N,120.8156 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175548,Federal Accepted,N,Y,Y,N,
53,9,CA,Sacramento,,"FOLSOM, CITY OF, PWD",Rich Lorenz,"Public Works Department,",50 Natoma Street,Folsom,CA,95630,9163557272,9163510525,,Folsom Collection System,06005027001,Public,18020128,North Fork American,,7th Congressional District,4th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,38.6817 N,121.1625 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,22-NOV-02,N,San Francisco Estuary,1175549,Federal Accepted,N,,,N,
54,9,CA,Ventura,,VENTURA REGIONAL CSD,Pat Vosse,1001 Partridge Drive,Suite 150,Ventura,CA,93003,8056563015,,,Port Hueneme Collection System,06004011008,Public,18070105,Los Angeles,,34th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,34.063 N,118.2392 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,Santa Monica Bay,1175496,Federal Accepted,N,,,N,Unincorporated areas
55,9,CA,San Bernardino,,"San Bernardino County, Spec. Districts Department",Dale Schindler,"Water & Sanitation Division,","12402 Industrial Blvd.,Buildg. D, Ste. 6",Victorville,CA,92393-5004,7609559885,7609559685,DSCHINDLER@SDD.CO.SAN-BERNARDINO.CA.US,Silver Lakes WWTF,06006033001,Public,18090208,Mojave,,8th Congressional District,,,,NE Silver Lakes,,Helendale,CA,92342,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.745 N,117.3347 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175886,Federal Accepted,Y,Y,Y,N,
56,9,CA,Kern,,Rosamond Community Services District,Sherry L. DeLano,3179 35th Street West,,Rosamond,CA,93560,6612563411,6612562557,,Rosamond WWTF,06006041001,Public,18090206,Antelope-Fremont Valleys,,23rd Congressional District,,,,Near Edwards Airforce Base,Outside the City of Rosamond,Rosamond,CA,93560,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.8753 N,118.1503 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175894,Federal Accepted,N,Y,Y,N,
57,9,CA,Los Angeles,,"Claremont, City of",Glenn Southard,P.O. Box 880,,Claremont,CA,91711-0880,9093995441,9093995492,,Claremont Collection System,06006065001,Public,18070203,Santa Ana,,27th Congressional District,"32nd Congressional District, 35th Congressional District",,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.0957 N,117.7165 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,26-JUN-03,N,,1175901,Federal Accepted,N,,,N,
58,9,CA,Inyo,,"INYO, COUNTY OF",Chuck Hamilton,785 North Main Street,Suite I,Bishop,CA,93514,7608735577,,,DEATH VALL JUNC SEPT TKS,06006070001,Public,18070203,Santa Ana,,8th Congressional District,,,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,N,,1175902,Federal Accepted,Y,,,Y,"Aberdeen, Alabama Hills, Alico, Alta Vista, Ashford Junction, Aspendell, Badwater, Ballarat, Bartlett, Beatty Junction, Beveridge, Big Pine, Bishop, Bishop Trail Park, Blackrock, Brockmans Corner, Calvada Springs, Cartago, Chloride City, Coso, Coso Junction, Crater, Darwin, Death Valley Junction, Deep Springs, Dolomite, Dunmovin, Evelyn, Fish Springs, Furnace Creek, GRANT, Genes Mobile Home Park, Glenwood Mobile Estates, Haiwee, Harrisburg, Highlands Mobile Home Park, Independence, Indian Village, J Diamond Trailer AND Recreational Vehicle Park, Junction Ranch, Kearsarge, Keeler, Keough Hot Springs, Laws, Leadfield, Linnie, Little Lake, Lone Pine, Manzanar, Meadow Farms Trailer Park, Millspaugh, Mock, Monola, Mountain VIEW Mobile AND Recreational Vehicle Park, Olancha, Oteys Sierra Village, Owenyo, Panamint, Panamint Springs, Park Village, Pearsonville, Peterson Mill, Poleta, ROUND Valley, Reward, Rocking K, Rovana, Ryan, Scheelite, Scranton, Seven Pines, Shady Rest Trailer AND Recreational Vehicle Park, Shoshone, Sierra Trailer Park, Sunrise Mobile Home Park, Swansea, Sykes, Talus, Teakettle Junction, Tecopa, Unincorporated areas, Valley Wells, West Bishop, Whitney Portal, Zurich"
59,9,CA,Inyo,,"INYO, COUNTY OF",Chuck Hamilton,785 North Main Street,Suite I,Bishop,CA,93514,7608735577,,,PARK VILLAGE SEPT TNKS,06006075001,Public,18090203,Death Valley-Lower Amargosa,,8th Congressional District,,,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,N,,1175903,Federal Accepted,Y,,,Y,"Aberdeen, Alabama Hills, Alico, Alta Vista, Ashford Junction, Aspendell, Badwater, Ballarat, Bartlett, Beatty Junction, Beveridge, Big Pine, Bishop, Bishop Trail Park, Blackrock, Brockmans Corner, Calvada Springs, Cartago, Chloride City, Coso, Coso Junction, Crater, Darwin, Death Valley Junction, Deep Springs, Dolomite, Dunmovin, Evelyn, Fish Springs, Furnace Creek, GRANT, Genes Mobile Home Park, Glenwood Mobile Estates, Haiwee, Harrisburg, Highlands Mobile Home Park, Independence, Indian Village, J Diamond Trailer AND Recreational Vehicle Park, Junction Ranch, Kearsarge, Keeler, Keough Hot Springs, Laws, Leadfield, Linnie, Little Lake, Lone Pine, Manzanar, Meadow Farms Trailer Park, Millspaugh, Mock, Monola, Mountain VIEW Mobile AND Recreational Vehicle Park, Olancha, Oteys Sierra Village, Owenyo, Panamint, Panamint Springs, Park Village, Pearsonville, Peterson Mill, Poleta, ROUND Valley, Reward, Rocking K, Rovana, Ryan, Scheelite, Scranton, Seven Pines, Shady Rest Trailer AND Recreational Vehicle Park, Shoshone, Sierra Trailer Park, Sunrise Mobile Home Park, Swansea, Sykes, Talus, Teakettle Junction, Tecopa, Unincorporated areas, Valley Wells, West Bishop, Whitney Portal, Zurich"
60,9,CA,Ventura,,VENTURA REGIONAL CSD,Pat Vosse,1001 Partridge Drive,Suite 150,Ventura,CA,93003,8056563015,,,MONTALVO WWTF,06004011009,Public,18070102,Santa Clara,,26th Congressional District,24th Congressional District,,,3555 Ventura Rd.,,Ventura ,CA,93003,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,34.2672 N,119.2036 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175497,Federal Accepted,Y,Y,Y,N,Ventura
61,9,CA,Ventura,,Triunfo Sanitation District,Bill Smith,"1001 Partridge Drive, Suite 150",,Ventura,CA,93003-0704,8056584600,,BILLSMITH@VRSD.COM,Trinfo SD Collection System,06004013001,Public,18070101,Ventura,,26th Congressional District,24th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.2689 N,119.2035 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,15-NOV-02,N,,1175500,Federal Accepted,N,,,N,
62,9,CA,Los Angeles,,"AVALON, CITY OF",Danny Stephens,P.O.Box 707,,Avalon,CA,90704-0707,3105100220,,,AVALON WWRF,06004016001,Public,18070107,San Pedro Channel Islands,,47th Congressional District,,CA0054372,Individual Permit,123 PEBBLY BEACH ROAD,,AVALON,CA,90704,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,33.3364 N,118.3124 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175503,Federal Accepted,Y,Y,Y,N,Avalon
63,9,CA,Ventura,,FILLMORE  WWTP,Stanley Jensen,348 A Street,,Fillmore,CA,93015,8055240231,,,FILLMORE WWTF,06004017001,Public,18070102,Santa Clara,,26th Congressional District,,,,C STREET & RIVER ST.,,FILLMORE,CA,93015,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Treatment/Storage Point,34.2328 N,118.5535 W,North American Datum of 1983,Interpolation-Map,UNKNOWN,Manual,01-OCT-12,N,,1175504,Federal Accepted,N,Y,Y,N,Unincorporated areas
64,9,CA,Ventura,,Ventura County Public Works Agency,R. Reddy Pakala,P.O. Box 250,,Moorpark,CA,93020,8055844830,8055297542,REDDY.PAKALA@MAIL.CO.VENTURA.CA.US,Piru WWTF,06004020001,Public,18070102,Santa Clara,,26th Congressional District,,,,North side of State Route 126 and,east of Hopper Creek,Ventura,CA,93020,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.4008 N,118.8267 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175507,Federal Accepted,Y,Y,Y,N,
65,9,CA,Ventura,,Camrosa Water District,Christopher M. Smith,7385 Santa Rosa Road,,Camarillo,CA,93012-9284,8054824677,8059874797,CSMITH@CAMROSA.COM,Camrosa WD Collection System,06004024001,Public,18070103,Calleguas,,26th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.2375 N,118.9661 W,North American Datum of 1927,Address Matching-House Number, ,Manual,06-AUG-02,N,,1175511,Federal Accepted,N,,,N,
66,9,CA,Ventura,,"OXNARD, CITYOF",Mark Norris,6001 South Perkins Road,,Oxnard,CA,93033,8052712205,,MARK.NORRIS@CI.OXNARD.CA.US,Oxnard WWTP,06004027001,Public,18070103,Calleguas,,26th Congressional District,,CA0054097,Individual Permit,6001 S PERKINS RD,,OXNARD,CA,93033-9047,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,34.1414 N,119.184 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175513,Federal Accepted,N,Y,Y,N,Unincorporated areas
67,9,CA,Los Angeles,,"BURBANK, CITY OF",Bruce S. Feng,P. O. Box 6459,,Burbank,CA,91510-6459,8182383915,8182383918,,Burbank WRP,06004032001,Public,18070105,Los Angeles,,28th Congressional District,,CA0055531,Individual Permit,740 N. LAKE STREET,,BURBANK,CA,91502,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Treatment/Storage Point,34.1822 N,118.3181 W,North American Datum of 1983,Interpolation-Photo,24000,NPDES Permit,,N,Santa Monica Bay,1175516,Federal Accepted,N,Y,Y,N,
68,9,CA,Los Angeles,,Walnut Valley Water District,Karen J. Powers,271 S. Brea Canyon Road,,Walnut,CA,91789,9095957554,,,Walnut Recycled Water Distrib Sys,06004040001,Public,18070106,San Gabriel,,39th Congressional District,"32nd Congressional District, 35th Congressional District",,,,,,,,,,N,N,N,N,Recycled Water Distribution,Wastewater,,Recycled Water Distribution,Wastewater,,Single Point,Center/Centroid,34.0166 N,117.8418 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,05-JUN-03,N,Santa Monica Bay,1175518,Federal Accepted,N,,,N,
69,9,CA,Ventura,,City of Santa Paula,Clifford Finley,P.O. Box 569,,Santa Paula,CA,93061-0569,8059334298,8055253742,CFINLEY@CI.SANTA-PAULA.CA.US,Santa Paula WRF,06004044001,Public,18070102,Santa Clara,,26th Congressional District,,,,905 CORPORATION ST,,SANTA PAULA,CA,93060,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,34.3357 N,119.0837 W,North American Datum of 1983,Address Matching-House Number,,Manual,,N,,1175519,Federal Accepted,N,Y,Y,N,
