CWNS Number,Facility/Project Name,Discharge Method,Present Discharge,Present Flow %,Present Discharge To Facility,Present Discharge To Facility Name,Present Effluent Treatment Level,Present Disinfection,Present BOD Removal,Present Nitrogen Removal,Present Phosphorous Removal,Present Ammonia Removal,Projected Discharge,Projected Flow %,Projected Discharge To Facility,Projected Discharge To Facility Name,Projected Effluent Treatment Level,Projected Disinfection,Projected BOD Removal,Projected Nitrogen Removal,Projected Phosphorous Removal,Projected Ammonia Removal,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
01000110002,MONTGOMERY ENCONCHATE WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,Y,Y,,,,Advanced Treatment,N,Y,,,Y,AL0022225,Individual Permit,MONTGOMERY WW&SAN SWR BD,Montgomery,Upper Alabama,03150201,2nd Congressional District,AL,4,MAP
01000110003,MONTGOMERY TOWASSA WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,AL0022241,Individual Permit,MONTGOMERY WW & SAN SWR BD,Montgomery,Upper Alabama,03150201,2nd Congressional District,AL,4,MAP
01000111002,MOODY KELLY CREEK WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0061581,Individual Permit,KELLY WWTP,St. Clair,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000114001,MOULTON WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,,,Y,100,,,Advanced Treatment,Y,Y,,,,AL0020672,Individual Permit,"MOULTON, TOWN OF",Lawrence,Pickwick Lake,06030005,4th Congressional District,AL,4,MAP
01000115001,MOUNDVILLE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0058122,Individual Permit,Town of Moundville,Hale,Lower Black Warrior,03160113,7th Congressional District,AL,4,MAP
01000121001,NEW HOPE HCR LAGOON,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0023761,Individual Permit,TOWN OF NEW HOPE WATER SYSTEM,Madison,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
01000123001,NORTHPORT WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,Y,,Y,Y,100,,,Advanced Treatment,N,Y,Y,,Y,AL0064394,Individual Permit,City of Northport,Tuscaloosa,Lower Black Warrior,03160113,7th Congressional District,AL,4,MAP
01000124001,OAKMAN LAGOON (HCR),Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,Y,Y,100,,,Advanced Treatment,N,Y,,,Y,AL0025348,Individual Permit,Town of Oakman,Walker,Mulberry,03160109,4th Congressional District,AL,4,MAP
01000125001,ODENVILLE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0070084,Individual Permit,"ODENVILLE, TOWN OF",St. Clair,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000127002,OPELIKA EASTSIDE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0059218,Individual Permit,City of Opelika,Lee,Middle Chattahoochee-Lake Harding,03130002,3rd Congressional District,AL,4,MAP
01000127005,OPELIKA WESTSIDE WWTP,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,Y,Y,Y,AL0050130,Individual Permit,"City of Opelika/ESG Operations, Inc.",Lee,Lower Tallapoosa,03150110,3rd Congressional District,AL,4,MAP
01000128002,OPP WESTSIDE WWTP,Overland Flow With Discharge,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0054313,Individual Permit,OPP UTILITIES BOARD CITY OF,Covington,Yellow,03140103,2nd Congressional District,AL,4,MAP
01000128003,OPP EASTSIDE WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,Y,,AL0021407,Individual Permit,Utilities Board of the City of Opp,Covington,Pea,03140202,2nd Congressional District,AL,4,MAP
01000129001,OWENS CROSSROADS WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,Y,Y,Y,Y,,,,Advanced Treatment,Y,Y,Y,Y,Y,AL0053228,Individual Permit,"OWENS CROSSROADS, TOWN OF",Madison,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
01000130001,OXFORD TULL C ALLEN WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0058408,Individual Permit,"OXFORD, WW & SB CITY OF",Calhoun,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000131002,OZARK NORTHEAST LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0058688,Individual Permit,OZARK UTILITIES BOARD,Dale,Upper Choctawhatchee,03140201,2nd Congressional District,AL,4,MAP
01000131005,OZARK SOUTHSIDE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0056324,Individual Permit,OZARK UTILITIES BD,Dale,Upper Choctawhatchee,03140201,2nd Congressional District,AL,4,MAP
01000132001,PARRISH HCR LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0061158,Individual Permit,Water Works and Sewer Board of the Town of Parrish,Walker,Mulberry,03160109,4th Congressional District,AL,4,MAP
01000135001,PHIL CAMPBELL WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0056812,Individual Permit,Phil Campbell Water Works & Sewer Board,Franklin,Bear,06030006,4th Congressional District,AL,4,MAP
01000139001,PRATTVILLE AUTAUGA CREEK WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0026654,Individual Permit,City of Prattville,Autauga,Upper Alabama,03150201,2nd Congressional District,AL,4,MAP
01000139003,PRATTVILLE PINE CREEK WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0027723,Individual Permit,City of Prattville,Elmore,Upper Alabama,03150201,2nd Congressional District,AL,4,MAP
01000140001,PRICHARD CARLO A MORRIS WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0023205,Individual Permit,Water Works & Sewer Board of the City of Prichard,Mobile,Mobile - Tensaw,03160204,1st Congressional District,AL,4,MAP
01000140002,PRICHARD STANLEY BROOKS WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0055204,Individual Permit,Water Works & Sewer Board of the City of Prichard,Mobile,Mobile - Tensaw,03160204,1st Congressional District,AL,4,MAP
01000141001,RAINBOW CITY LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,,,Y,,AL0056839,Individual Permit,The Utilities Board of the City of Rainbow City,Etowah,Middle Coosa,03150106,4th Congressional District,AL,4,MAP
01000143001,REFORM WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0020915,Individual Permit,City of Reform,Pickens,Middle Tombigbee-Lubbub,03160106,7th Congressional District,AL,4,MAP
01000145002,ROANOKE HCR LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0062715,Individual Permit,ROANOKE UTILITIES BOARD,Randolph,Middle Tallapoosa,03150109,3rd Congressional District,AL,4,MAP
01000145003,ROANOKE FINCHER LAGOON,Discharge To Another Facility,Y,100,1000145002,ROANOKE HCR LAGOON,Secondary,N,,,,,Y,100,1000145002,ROANOKE HCR LAGOON,Secondary,N,,,,,AL0062715,Individual Permit,ROANOKE UTILITIES BOARD,Randolph,Middle Tallapoosa,03150109,3rd Congressional District,AL,4,MAP
01000146001,ROBERTSDALE WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0042838,Individual Permit,Town of Robertsdale,Baldwin,Perdido,03140106,1st Congressional District,AL,4,MAP
01000147001,ROCKFORD WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0062278,Individual Permit,"ROCKFORD, WATER BOARD OF",Coosa,Lower Coosa,03150107,6th Congressional District,AL,4,MAP
01000149001,SAMSON LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0068896,Individual Permit,City of Samson,Geneva,Pea,03140202,2nd Congressional District,AL,4,MAP
01000150001,SARALAND WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,Y,,Y,,AL0055786,Individual Permit,CITY OF SARALAND,Mobile,Mobile - Tensaw,03160204,1st Congressional District,AL,4,MAP
01000152001,SATSUMA WWTP,Discharge To Groundwater,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,Y,,,,,AL0063002,Individual Permit,Satsuma Water & Sewer,Mobile,Mobile - Tensaw,03160204,1st Congressional District,AL,4,MAP
01000153001,SELMA VALLEY CREEK WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0022578,Individual Permit,"SELMA, WW & SB",Dallas,Upper Alabama,03150201,7th Congressional District,AL,4,MAP
01000154001,SHEFFIELD WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0050121,Individual Permit,Sheffield Utilities,Colbert,Pickwick Lake,06030005,4th Congressional District,AL,4,MAP
01000158001,SOUTHSIDE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,,AL0055867,Individual Permit,Southside Water Works and Sewer Board,Etowah,Middle Coosa,03150106,4th Congressional District,AL,4,MAP
01000160001,SPRINGVILLE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0050903,Individual Permit,Town of Springville,St. Clair,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000161001,STEELE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0072729,Individual Permit,"STEELE, TOWN OF",St. Clair,Middle Coosa,03150106,4th Congressional District,AL,4,MAP
01000162001,STEVENSON WWTP,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,AL0021351,Individual Permit,STEVENSON UTILITIES BOARD,Jackson,Guntersville Lake,06030001,5th Congressional District,AL,4,MAP
01000165003,SYLACAUGA FAIRMONT WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,Y,,AL0020010,Individual Permit,SYLACAUGA UTILITIES BOARD,Talladega,Lower Coosa,03150107,3rd Congressional District,AL,4,MAP
01000168001,TALLADEGA BRECON WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,AL0022349,Individual Permit,"TALLADEGA, CITY OF, W&SB",Talladega,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000168003,TALLADEGA MAIN WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0022357,Individual Permit,"TALLADEGA, CITY OF, W&SB",Talladega,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000168004,TALLADEGA NIKI-LU WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,N,,,,,,,,,,AL0059579,Individual Permit,"TALLADEGA, CITY OF, W&SB",Talladega,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000168005,TALLADEGA AIRPORT IND. WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0054658,Individual Permit,"TALLADEGA, CITY OF, W&SB",Talladega,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000169001,TALLASSEE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0020486,Individual Permit,City of Tallassee,Elmore,Lower Tallapoosa,03150110,2nd Congressional District,AL,4,MAP
01000174001,TROY WALNUT CREEK WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0032310,Individual Permit,CITY OF TROY UTILITY DEPARTMENT,Pike,Pea,03140202,2nd Congressional District,AL,4,MAP
01000176001,TUSCALOOSA WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,,,Y,100,,,Advanced Treatment,Y,Y,,,,AL0022713,Individual Permit,City of Tuscaloosa,Tuscaloosa,Lower Black Warrior,03160113,7th Congressional District,AL,4,MAP
01000177001,TUSCUMBIA WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0057100,Individual Permit,TUSCUMBIA WWTP,Colbert,Pickwick Lake,06030005,4th Congressional District,AL,4,MAP
01000178006,TUSKEGEE SOUTH WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,N,,,,Advanced Treatment,N,Y,,,,AL0025984,Individual Permit,CITY OF TUSKEGEE UTILITIES BOARD,Macon,Lower Tallapoosa,03150110,3rd Congressional District,AL,4,MAP
01000178006,TUSKEGEE SOUTH WWTP,Discharge To Another Facility,N,,,,Advanced Treatment,N,Y,,,,Y,100,1000178007,TUSKEGEE NORTH WWTP,Advanced Treatment,N,Y,,,,AL0025984,Individual Permit,CITY OF TUSKEGEE UTILITIES BOARD,Macon,Lower Tallapoosa,03150110,3rd Congressional District,AL,4,MAP
01000178007,TUSKEGEE NORTH WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0048763,Individual Permit,TUSKEGEE CITY OF UTIL BOARD,Macon,Lower Tallapoosa,03150110,3rd Congressional District,AL,4,MAP
01000186001,WEDOWEE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0024171,Individual Permit,WEDOWEE LAGOON,Randolph,Upper Tallapoosa,03150108,3rd Congressional District,AL,4,MAP
01000188003,WETUMPKA WWTP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,AL0064025,Individual Permit,"Wetumpka, City of , WW&SB",Elmore,Lower Coosa,03150107,2nd Congressional District,AL,4,MAP
01000190001,WILSONVILLE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,Y,Y,,Y,100,,,Advanced Treatment,N,Y,Y,Y,,AL0021491,Individual Permit,Town of Wilsonville,Shelby,Lower Coosa,03150107,6th Congressional District,AL,4,MAP
01000192001,WINFIELD WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0023400,Individual Permit,Winfield Waterworks & Sewer Board,Marion,Luxapallila,03160105,4th Congressional District,AL,4,MAP
01000196001,PHENIX CITY WWTP,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Advanced Treatment,Y,Y,,Y,,AL0022209,Individual Permit,PHENIX CITY DEPT OF PUBLIC UTILITIES,Russell,Middle Chattahoochee-Lake Harding,03130002,3rd Congressional District,AL,4,MAP
01000197007,JEFFERSON COUNTY TURKEY CREEK WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,Y,,Y,Y,,,,Advanced Treatment,N,Y,Y,,Y,AL0022926,Individual Permit,JEFFERSON CO. COMMISSION,Jefferson,Locust,03160111,6th Congressional District,AL,4,MAP
01000197011,TRUSSVILLE WWTP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,Y,,Y,Y,,,,Advanced Treatment,N,Y,Y,Y,Y,AL0022934,Individual Permit,JEFFERSON COUNTY COMMISSION,Jefferson,Cahaba,03150202,6th Congressional District,AL,4,MAP
01000197023,JEFFERSON COUNTY WARRIOR WWTP,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Advanced Treatment,Y,Y,Y,Y,,AL0050881,Individual Permit,Jefferson County Environmental Services Department,Jefferson,Locust,03160111,6th Congressional District,AL,4,MAP
01000198001,PELHAM WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,Y,Y,Y,100,,,Advanced Treatment,Y,Y,,Y,Y,AL0054666,Individual Permit,City of Pelham,Shelby,Cahaba,03150202,6th Congressional District,AL,4,MAP
01000201001,LOWER VALLEY WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0024724,Individual Permit,"East Alabama Water, Sewer and Fire Protection Dist",Chambers,Middle Chattahoochee-Lake Harding,03130002,3rd Congressional District,AL,4,MAP
01000203001,DAUPHIN ISLAND WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0050547,Individual Permit,Dauphin Island Water & Sewer Authority,Mobile,Mississippi Coastal,03170009,1st Congressional District,AL,4,MAP
01000205001,ALBERTVILLE EASTSIDE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,Y,,Y,Y,100,,,Advanced Treatment,N,Y,Y,,Y,AL0020192,Individual Permit,ALBERTVILLE MUNICIPAL UTIL BD,Marshall,Guntersville Lake,06030001,4th Congressional District,AL,4,MAP
01000207001,ALICEVILLE EAST LAGOON,Discharge To Another Facility,Y,100,1000207002,ALICEVILLE WEST LAGOON,Secondary,N,,,,,Y,100,1000207002,ALICEVILLE WEST LAGOON,Secondary,N,,,,,AL0020770,Individual Permit,The City of Aliceville Water Works and Sewer Board,Pickens,Middle Tombigbee-Lubbub,03160106,7th Congressional District,AL,4,MAP
01000207002,ALICEVILLE WEST LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0056332,Individual Permit,City of Aliceville Water Works & Sewer Board,Pickens,Middle Tombigbee-Lubbub,03160106,7th Congressional District,AL,4,MAP
01000209001,ARITON LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0068551,Individual Permit,Town of Ariton,Dale,Pea,03140202,2nd Congressional District,AL,4,MAP
01000210000,Blackwater WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,,AL0078034,Individual Permit,Blackwater WWTP,Baldwin,Perdido,03140106,1st Congressional District,AL,4,MAP
01000211001,ASHLAND WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0020141,Individual Permit,CITY OF ASHLAND,Clay,Middle Tallapoosa,03150109,3rd Congressional District,AL,4,MAP
01000212000,Blount County West Lagoon,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,,AL0076261,Individual Permit,Blount County Water Authority,Blount,Locust,03160111,6th Congressional District,AL,4,MAP
01000212001,ASHVILLE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0023302,Individual Permit,CITY OF ASHVILLE,St. Clair,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
01000213001,ATMORE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,Y,,,AL0049557,Individual Permit,ATMORE UTILITIES BOARD,Escambia,Perdido,03140106,1st Congressional District,AL,4,MAP
01000221001,BERRY WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,,,Y,100,,,Advanced Treatment,Y,Y,,,,AL0023922,Individual Permit,Town of Berry,Fayette,Upper Black Warrior,03160112,7th Congressional District,AL,4,MAP
01000224001,BLOUNTSVILLE HCR SYSTEM,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0053643,Individual Permit,Blountsville Utility Board,Blount,Mulberry,03160109,6th Congressional District,AL,4,MAP
01000230001,BRANTLEY LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0022641,Individual Permit,"BRANTLEY, TOWN OF",Crenshaw,Upper Conecuh,03140301,2nd Congressional District,AL,4,MAP
01000231001,BRIDGEPORT LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0020991,Individual Permit,BRIDGEPORT UTILITIES BOARD,Jackson,Guntersville Lake,06030001,5th Congressional District,AL,4,MAP
01000232001,BRILLIANT WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0057169,Individual Permit,TOWN OF BRILLIANT,Marion,Sipsey,03160107,4th Congressional District,AL,4,MAP
01000233001,BRUNDIDGE WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0044105,Individual Permit,"BRUNDIDGE, CITY OF",Pike,Pea,03140202,2nd Congressional District,AL,4,MAP
01000234001,BUTLER WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0050211,Individual Permit,The Town of Butler Utilities Board,Choctaw,Middle Tombigbee-Chickasaw,03160201,7th Congressional District,AL,4,MAP
01000235001,CAMDEN SOUTH WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0023680,Individual Permit,"CAMDEN, TOWN OF",Wilcox,Middle Alabama,03150203,7th Congressional District,AL,4,MAP
01000235003,CAMDEN NORTH WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,AL0023701,Individual Permit,"CAMDEN, TOWN OF",Wilcox,Middle Alabama,03150203,7th Congressional District,AL,4,MAP
01000239001,CENTRE LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,,AL0062723,Individual Permit,Water Works & Sewer Board of Town of Centre,Cherokee,Upper Coosa,03150105,3rd Congressional District,AL,4,MAP
01000240001,CHEROKEE WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0022594,Individual Permit,"CHEROKEE, TOWN OF",Colbert,Pickwick Lake,06030005,4th Congressional District,AL,4,MAP
01000241002,CLANTON WALNUT CREEK WWTP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,Y,Y,AL0054631,Individual Permit,City of Clanton,Chilton,Lower Coosa,03150107,6th Congressional District,AL,4,MAP
01000242003,CLAYTON WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0060461,Individual Permit,"CLAYTON, WSB",Barbour,Pea,03140202,2nd Congressional District,AL,4,MAP
01000243001,Cleveland WWTP,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,,AL0073261,Individual Permit,"CLEVELAND, TOWN OF",Blount,Locust,03160111,6th Congressional District,AL,4,MAP
01000244001,CLIO LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0067181,Individual Permit,CLIO LAGOON,Barbour,Pea,03140202,2nd Congressional District,AL,4,MAP
01000247001,COLUMBIA LAGOON,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0058335,Individual Permit,"COLUMBIA, CITY OF",Houston,Lower Chattahoochee,03130004,2nd Congressional District,AL,4,MAP
01000248001,COTTONWOOD LAGOON,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,AL0024295,Individual Permit,"COTTONWOOD, TN OF",Houston,Chipola,03130012,2nd Congressional District,AL,4,MAP
01000250001,COURTLAND WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0048585,Individual Permit,West Morgan - East Lawrence Water and Sewer Auth.,Lawrence,Pickwick Lake,06030005,4th Congressional District,AL,4,MAP
01000253001,CROSSVILLE INDUSTRIAL PARK WWTP,Spray Irrigation,Y,100,,,Secondary,N,,,,,Y,0,,,Secondary,N,,,,,AL0061549,Individual Permit,Town of Crossville,DeKalb,Guntersville Lake,06030001,4th Congressional District,AL,4,MAP
01000253001,CROSSVILLE INDUSTRIAL PARK WWTP,Discharge To Groundwater,Y,0,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0061549,Individual Permit,Town of Crossville,DeKalb,Guntersville Lake,06030001,4th Congressional District,AL,4,MAP
01000254001,CUBA WWTP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,AL0064386,Individual Permit,Town of Cuba,Sumter,Sucarnoochee,03160202,7th Congressional District,AL,4,MAP
