PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,CATEGORY
TTE3V,Static 1Hr Chronic Colobocentr. Atratus,4677,A,49,,Y,,Total Toxics
TTE3W,Static 1Hr Chronic Tripneustes Gratilla,4677,A,49,,Y,,Total Toxics
TTG3V,Static 1Hr Chronic Coloboentr. Atratus,4677,A,49,,Y,,Total Toxics
TTG3W,Static 1Hr Chronic Tripneustes Gratilla,4677,A,49,,Y,,Total Toxics
TTJ3L,Static 72Hr Chronic Strongyl. Purpuratus,4677,A,49,,Y,,Total Toxics
TTJ3N,Static 72Hr Chronic Dendraster Excentri.,4677,A,49,,Y,,Total Toxics
TTK1D,Static 48Hr Chronic Macrocystis Pyrifera,4677,A,49,,Y,,Total Toxics
TTK3O,Static 48Hr Chronic Crassostrea Gigas,4677,A,49,,Y,,Total Toxics
TTK3P,Static 48Hr Chronic Mytilis Edulis,4677,A,49,,Y,,Total Toxics
TTK3R,Static 48Hr Chronic Haliotis Rufescens,4677,A,49,,Y,,Total Toxics
TTL3N,Flow Thru 48Hr Chronic Dendraster Excentri.,4677,A,49,,Y,,Total Toxics
TTP3B,Static Renewal 7-Day Chronic Ceriodaphnia dubia,4677,A,49,N,Y,,Total Toxics
TTP3E,Static Renewal 7-Day Chronic Mysidopsis bahia,4677,A,49,N,Y,,Total Toxics
TTP3Q,Static Renewal 7-Day Chronic Holmesimysis costata,4677,A,49,N,Y,,Total Toxics
TTP6C,Static Renewal 7-Day Chronic Pimphales promelas,4677,A,49,N,Y,,Total Toxics
TTP6J,Static Renewal 7-Day Chronic Menidia beryllina,4677,A,49,N,Y,,Total Toxics
TTP6L,Static Renewal 7-Day Chronic Atherinops affinis,4677,A,49,N,Y,,Total Toxics
TTR1A,Static 96Hr Chronic Selen. Capricornutum,4677,A,49,,Y,,Total Toxics
TTR1F,Static 96Hr Chronic Thalassiosira Pseudonana Mar.Diat,4677,A,49,,Y,,Total Toxics
TTS3L,Static 20Min Chronic Strongyl. Purpuratus,4677,A,49,,Y,,Total Toxics
TUG3V,%Fert Static 1Hr Chronic Colobocentr. Atratus,4677,A,16,,Y,,Total Toxics
TUG3W,%Fert Static 1Hr Chronic Tripneustes Gratilla,4677,A,16,,Y,,Total Toxics
TUP3B,%Fert Statre 7Da Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TVP3B,%Repro Reduc Statre7D Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TVP3E,%Repro Reduc Statre 7D Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TVP3X,%Repr 7D Chronic Statre D. Ambigua,4677,A,16,,Y,,Total Toxics
TWP3B,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,,N,,Total Toxics
TWP3E,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,,N,,Total Toxics
TWP6B,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia menidia,4677,A,55,,N,,Total Toxics
TWP6C,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pinephales promelas,4677,A,55,,N,,Total Toxics
TFA6E,Half Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TFB6E,HLF Pass/Fail Static 96Hr Acute Lepomis Macrochiru,4677,A,16,,Y,,Total Toxics
TFC6E,HLF Pass/Fail Static 4Day Chronic Lepomis Macrochiru,4677,A,16,,Y,,Total Toxics
TFD6E,HLF Pass/Fail Static 7Day Chronic Lepomis Macrochiru,4677,A,16,,Y,,Total Toxics
TFE6E,Half Low Flow Pass/Fail Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,Total Toxics
THA6E,Chronic Value Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
THB6E,Chv Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
THC6E,Chv Static 4Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
THD6E,Chv Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
THE6E,Chronic Value Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,Total Toxics
THF6D,Chv Static 1Hr Chronic Salmo Gair.,4677,A,16,,Y,,Total Toxics
THG6D,Chv Static 48Hr Chronic Salmo Gair.,4677,A,16,,Y,,Total Toxics
THM6E,Chronic Value Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
THN6E,Chv Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
THO6E,Chv Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
THP3B,Chv Statre 7Day Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
THP6C,Chv Statre 7Day Chronic Pimephales,4677,A,16,,Y,,Total Toxics
THP6E,Chv Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
THW6E,Chv Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
THX6E,Chv Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
THY6E,Chv Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
THZ6E,Chv Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIA3F,LC50 Pass/Fail Static 48Hr Acute Oyster Embryo,4677,A,16,,Y,,Total Toxics
TIA6E,LC50 Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TIB6E,LC50 Pass/Fail Static 96Hr Acute Lepomis Macrochiru,4677,A,16,,Y,,Total Toxics
TIC6E,LC50 Pass/Fail Static 4Day Chronic Lepomis Macrochiru,4677,A,16,,Y,,Total Toxics
TID6E,LC50 Pass/Fail Static 7Day Chronic Lepomis Macrochiru,4677,A,16,,Y,,Total Toxics
TIE3B,LC50 Pass/Fail Static 24Hr Acute Ceriodaphnia,4677,A,55,,N,,Total Toxics
TIE3C,Daphnia Magna Survi-Val 24 Hr. Acute Wet,4677,A,55,,N,,Total Toxics
TIE3D,LC50 Pass/Fail Static 24Hr Acute D. Pulex,4677,A,55,,N,,Total Toxics
TIE3E,LC50 Pass/Fail Static 24Hr Acute Mysid. Bahia,4677,A,55,,N,,Total Toxics
TIE6A,LC50 Pass/Fail Static 24Hr Acute Cyprinodon,4677,A,55,,N,,Total Toxics
TIE6B,LC50 Pass/Fail Static 24Hr Acute Menidia menidia,4677,A,55,,N,,Total Toxics
TIE6C,LC50 Pass/Fail Static 24Hr Acute Pimphales,4677,A,55,,N,,Total Toxics
TIE6E,LC50 Pass/Fail Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,Total Toxics
TIG1A,LC50 Pass/Fail 1Hr Fert. Test Chr.,4677,A,16,,Y,,Total Toxics
TIM3B,LC50 Statre 48Hr Acuc. Dubia,4677,A,55,,N,,Total Toxics
TIM3D,LC50 Pass/Fail Static Renewal 48Hr Acute Daphnia Pulex,4677,A,55,,N,,Total Toxics
TIM6C,LC50 Statre 48Hr Acute P. Promelas,4677,A,55,,N,,Total Toxics
TIM6E,LC50 Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TIN6E,LC50 Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIO6E,LC50 Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIP6E,LC50 Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIW6E,LC50 Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIX6E,LC50 Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIY6E,LC50 Pass/Fail Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TIZ6E,LC50 Pass/Fail Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TJA3B,% Mortality Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TJA3E,% Mortality Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TJB1B,%Mortality 96Hr Acute L. Minor,4677,A,16,,Y,,Total Toxics
TJE1A,%Mortality 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TJE1B,%Mortality 1Hr Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TJE3B,%Mortality Static 24Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TJE6C,%Mortality Static 24Hr Acute Pimephales,4677,A,16,,Y,,Total Toxics
TJF1A,"48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,,Total Toxics
TJF1B,"48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,,Total Toxics
TJG1A,1 Hr Fert. Test Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TJM3D,%Mortality Static Renewal 48Hr Acute Daphnia Pulex,4677,A,16,,Y,,Total Toxics
TJM6C,%Mortality 48Hr Acute P. Promelas Test,4677,A,16,,Y,,Total Toxics
TJP3B,%Mortality 7Day Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TJP3E,%Mortality 7Day Chronic Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TJP3X,%Mortality Static Renewal 7Day Chronic Daphnia Ambigua,4677,A,16,,Y,,Total Toxics
TJP6C,%Mortality Static Renewal 7Day Chronic Pimephales Promelas,4677,A,16,,Y,,Total Toxics
TKB1A,TU 96Hr Acute Selen. Capr.,4677,A,16,,Y,,Total Toxics
TKB1B,TU 96Hr Acute L. Minor,4677,A,16,,Y,,Total Toxics
TKE1A,TU 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TKE1B,TU 1Hr Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TKF1A,"TU 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,,Total Toxics
TKF1B,"TU 48 Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,,Total Toxics
TDM6E,NOEAL Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TKF3K,TU Static 1Hr Chronic Red Sea Urchin,4677,A,49,,Y,,Total Toxics
TKF3L,TU Static 1Hr Chronic Purple Sea Urchin,4677,A,49,,Y,,Total Toxics
TKF3M,TU Static 1Hr Chronic Green Sea Urchin,4677,A,49,,Y,,Total Toxics
TKF3N,TU Static 1Hr Chronic Dendraster Excent,4677,A,49,,Y,,Total Toxics
TKG1A,TU 1Hr Fert. Test Chronic Selen Capr.,4677,A,16,,Y,,Total Toxics
TKG1B,TU 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TKG3O,TU Static 48Hr Chronic Crassostrea Gigas,4677,A,49,,Y,,Total Toxics
TKG3P,TU Static 48Hr Chronic Mytilus Edulis,4677,A,49,,Y,,Total Toxics
TKN3H,TU Statre 96Hr Acute Pandulas Hypsinotus,4677,A,49,,Y,,Total Toxics
TKN3I,TU Statre 96Hr Acute Pandulas Borealis,4677,A,49,,Y,,Total Toxics
TKN3J,TU Statre 96Hr Acute Cancer Magister,4677,A,49,,Y,,Total Toxics
TKN6G,TU Statre 96Hr Acute Orcorhynchus Gorbus,4677,A,49,,Y,,Total Toxics
TLB1A,LF Pass/Fail Survival Test 96Hr Acute Selen. Capr,4677,A,16,,Y,,Total Toxics
TLE1A,LF Pass/Fail Survival Test 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TLE1B,LF Pass/Fail Survival Test 1Hr Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TLF1A,"LF Pass/Fail Survival Test 48Hr Chr, 5-7 Day Rec Selen. Capr.",4677,A,16,,Y,,Total Toxics
TLF1B,"LF Pass/Fail Survival Test 48Hr Chr, 5-7 Day Rec L. Minor",4677,A,16,,Y,,Total Toxics
TLG1A,LF Pass/Fail Survival Test 1Hr Fert. Test Chronic Selen. Capr,4677,A,16,,Y,,Total Toxics
TLG1B,LF Pass/Fail Survival Test 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TLP3B,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,,N,,Total Toxics
TLP3E,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,,N,,Total Toxics
TLP6A,Low Flow Pass/Fail Survival Test Static Renewal  7 Day Chronic Cyprinodeon variegatus,4677,A,55,,N,,Total Toxics
TLP6B,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Menidia menidia,4677,A,55,,N,,Total Toxics
TLP6C,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Pimephales promelas,4677,A,55,,N,,Total Toxics
TMB1A,LC10 96Hr Acute Selen. Capr.,4677,A,16,,Y,,Total Toxics
TMB1B,LC10 96Hr Acute L. Minor,4677,A,16,,Y,,Total Toxics
TME1A,LC10 1Hr Chronic Selen. Capr,4677,A,16,,Y,,Total Toxics
TME1B,LC10 1Hr Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TME3B,Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TME6C,Pimephales,4677,A,16,,Y,,Total Toxics
TMF1A,"LC10 48Hr Chr, 5-7 Day Rec Selen. Capr.",4677,A,16,,Y,,Total Toxics
TMF1B,"LC10 48Hr Chr, 5-7 Day Rec L. Minor",4677,A,16,,Y,,Total Toxics
TMG1A,LC10 1Hr Fert. Test Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TMG1B,LC10 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TMM3B,LC10 Statre 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TMM3C,LC10 Statre 48Hr Acute D. Magna,4677,A,16,,Y,,Total Toxics
TMN3B,LC10 Statre 96Hr Acuceriodaphnia,4677,A,16,,Y,,Total Toxics
TMN3E,LC10 Statre 96Hr Acumysid. Bahia,4677,A,16,,Y,,Total Toxics
TMN6B,LC10 Statre 96Hr Acumenidia,4677,A,16,,Y,,Total Toxics
TMN6C,LC10 Statre 96Hr Acute Pimephales,4677,A,16,,Y,,Total Toxics
TNA3C,LC20 Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TNA3E,LC20 Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TNB1A,LC20 96Hr Acute Selen. Capr.,4677,A,16,,Y,,Total Toxics
TNB1B,LC20 96Hr Acute L. Minor,4677,A,16,,Y,,Total Toxics
TNB3B,LC20 Static 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TNB3E,LC20 Static 96Hr Acute Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TNB6B,LC20 Static 96Hr Acute Menidia,4677,A,16,,Y,,Total Toxics
TNB6C,LC20 Static 96Hr Acute Pimephales,4677,A,16,,Y,,Total Toxics
TNB6H,LC20 Static 96Hr Acute Cyprinella Leedsi,4677,A,16,,Y,,Total Toxics
TNC1A,LC20 4Day Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TNC1B,LC20 4Day Chr. L. Minor,4677,A,16,,Y,,Total Toxics
TNE1A,LC20 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TNE1B,LC20 1Hr Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TNF1A,"LC20 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,,Total Toxics
TNF1B,"LC20 48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,,Total Toxics
TNG1A,LC20 1Hr Fert. Test Chronic Selen Capr.,4677,A,16,,Y,,Total Toxics
TNG1B,LC20 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TNN3B,LC20 Statre 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TNN3E,LC20 Statre 96Hr Acumysid Bahia,4677,A,16,,Y,,Total Toxics
TNN6B,LC20 Statre 96Hr Acumenidia,4677,A,16,,Y,,Total Toxics
TNN6C,LC20 Static Renewal 96Hr Acupimephales,4677,A,59,,Y,,Total Toxics
TNN6H,LC20 Statre 96Hr Acucyprinella Leedsi,4677,A,16,,Y,,Total Toxics
TNP3C,LC20 Statre 7Day Chrceriodaphnia,4677,A,16,,Y,,Total Toxics
TNP3E,LC20 Statre 7Day Chrmysid. Bahia,4677,A,16,,Y,,Total Toxics
TOM3C,NOEC Lethal Static Renewal 48HR Acute Daphnia magna,4677,A,16,N,Y,,Total Toxics
TOM3D,NOEC Lethal Static Renewal 48HR Acute Daphnia pulex,4677,A,16,N,Y,,Total Toxics
TOM3E,NOEC Lethal Static Renewal 48HR Acute Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TOM6A,NOEC Lethal Static Renewal 48HR Acute Cyprinodeon variegatus,4677,A,16,N,Y,,Total Toxics
TOM6B,NOEC Lethal Static Renewal 48HR Acute Menidia menidia,4677,A,16,N,Y,,Total Toxics
TOM6C,NOEC Lethal Static Renewal 48HR Acute Pimephales promelas,4677,A,16,N,Y,,Total Toxics
TOP3B,NOEC Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,Total Toxics
TOP3E,NOEC Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TDM6C,Noael Statre 48Hr Acute Pimephales,4677,A,16,,Y,,Total Toxics
TDN1A,Noael Statre 96Hr Acute Selen. Capr.,4677,A,16,,Y,,Total Toxics
TDN1B,Noael Statre 96Hr Acute L. Minor,4677,A,16,,Y,,Total Toxics
TDN1C,Noael Statre 96Hr Acu. Champia,4677,A,16,,Y,,Total Toxics
TDN3A,Noael Statre 96Hr Acute Arbacia,4677,A,16,,Y,,Total Toxics
TDN3B,Noael Statre 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TDN3C,Noael Statre 96Hr Acute D. Magna,4677,A,16,,Y,,Total Toxics
TDN3D,Noael Statre 96Hr Acute D. Pulex,4677,A,16,,Y,,Total Toxics
TDN3E,Noael Statre 96Hr Acute Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TDN6A,Noael Statre 96Hr Acute Cyprinodon,4677,A,16,,Y,,Total Toxics
TDN6B,Noael Statre 96Hr Acute Menidia,4677,A,16,,Y,,Total Toxics
TDN6C,Noael Statre 96Hr Acute Pimephales,4677,A,16,,Y,,Total Toxics
TDN6E,Noael Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDO1A,Noael Statre 4Day Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TDO1B,Noael Statre 4Day Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TDO1C,Noael Statre 4Day Chronic Champia,4677,A,16,,Y,,Total Toxics
TDO3A,Noael Statre 4Day Chronic Arbacia,4677,A,16,,Y,,Total Toxics
TDO3B,Noael Statre 4Day Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TDO3C,Noael Statre 4Day Chronic D. Magna,4677,A,16,,Y,,Total Toxics
TDO3D,Noael Statre 4Day Chronic D. Pulex,4677,A,16,,Y,,Total Toxics
TDO3E,Noael Statre 4Day Chronic Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TDO6A,Noael Statre 4Day Chronic Cyprinodon,4677,A,16,,Y,,Total Toxics
TDO6B,Noael Statre 4Day Chronic Menidia,4677,A,16,,Y,,Total Toxics
TDO6C,Noael Statre 4Day Chronic Pimephales,4677,A,16,,Y,,Total Toxics
TDO6E,Noael Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDP1A,Noael Statre 7Day Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TDP1B,Noael Statre 7Day Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TDP1C,Noael Statre 7Day Chronic Champia,4677,A,16,,Y,,Total Toxics
TDP3A,Noael Statre 7Day Chronic Arbacia,4677,A,16,,Y,,Total Toxics
TDP3B,Noael Statre 7Day Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TDP3C,Noael Statre 7Day Chronic D. Magna,4677,A,16,,Y,,Total Toxics
TDP3D,Noael Statre 7Day Chronic D. Pulex,4677,A,16,,Y,,Total Toxics
TDP3E,Noael Statre 7Day Chronic Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TDP6A,Noael Statre 7Day Chronic Cyprinodon,4677,A,16,,Y,,Total Toxics
TDP6B,Noael Statre 7Day Chronic Menidia,4677,A,16,,Y,,Total Toxics
TDP6C,Noael Statre 7Day Chronic Pimephales,4677,A,16,,Y,,Total Toxics
TDP6E,Noael Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDW6E,Noael Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDX6E,Noael Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDY6E,Noael Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDZ6E,Noael Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TEA6E,Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TEB6E,LF Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TEC6E,LF Pass/Fail Static 4Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TED6E,LF Pass/Fail Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TEE3D,Low Flow Pass/Fail Static 1Hr Chronic Daphnia pulex,4677,A,55,,N,,Total Toxics
TEE6C,Low Flow Pass/Fail Static 1Hr Chronic Pimephales promelas,4677,A,55,,N,,Total Toxics
TEE6E,Low Flow Pass/Fail Static 1 Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,Total Toxics
TEI3B,Low Flow Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia,4677,A,55,,N,,Total Toxics
TEI3E,LF Pass/Fail Statre 7Day Chronic Mysid. Bahia,4677,A,55,,N,,Total Toxics
TEI6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon,4677,A,55,,N,,Total Toxics
TEI6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,,Total Toxics
TEM3C,LF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,A,55,,N,,Total Toxics
TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,4677,A,55,,N,,Total Toxics
TEM3E,LF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,A,55,,N,,Total Toxics
TEM6A,LF Pass/Fail Statre 48Hr Acute Cyprinodon Variega,4677,A,55,,N,,Total Toxics
TEM6B,Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia menidia,4677,A,55,,N,,Total Toxics
TEM6C,LF Pass/Fail Statre 48Hr Acute Pimephales Promela,4677,A,55,,N,,Total Toxics
TEM6E,Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TEN6E,LF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TEO3E,LF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,A,55,,N,,Total Toxics
TEO6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon Variega,4677,A,55,,N,,Total Toxics
TEO6E,LF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TEP3B,Low Flow Pass/Fail Static Renewal 7Day Chronic Ceriodaphnia Dubia,4677,A,55,,N,,Total Toxics
TEP6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,,Total Toxics
TEP6E,LF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TEW6E,LF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TEX6E,LF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFM3C,HLF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,A,55,,N,,Total Toxics
TFM3D,HLF Pass/Fail Statre 48Hr Acute Daphnia Pulex,4677,A,55,,N,,Total Toxics
TFM3E,HLF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,A,55,,N,,Total Toxics
TFM6A,HLF Pass/Fail Statre 48Hr Acute Cyprinodon Varie,4677,A,55,,N,,Total Toxics
TFM6C,HLF Pass/Fail Statre 48Hr Acute Pimephales Prome,4677,A,55,,N,,Total Toxics
TFM6E,Half Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TFN6E,HLF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFO3E,HLF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,A,55,,N,,Total Toxics
TFO6A,HLF Pass/Fail Statre 7Day Chronic Cyprinodon Varie,4677,A,55,,N,,Total Toxics
TFO6E,HLF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFP3B,HLF Pass/Fail Statre 7Day Chronic Ceriodaphnia,4677,A,55,,N,,Total Toxics
TFP6C,HLF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,,Total Toxics
TFP6E,HLF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFW6E,HLF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFX6E,HLF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFY6E,HLF Pass/Fail Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TFZ6E,HLF Pass/Fail Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TGA3B,Pass/Fail Static 48Hr Acute Ceriodaphnia,4677,A,55,,N,,Total Toxics
TGA3D,Pass/Fail Static 48Hr Acute D. Pulex,4677,A,55,,N,,Total Toxics
TGA3E,Pass/Fail Static 48Hr Acute Mysidopsis Bahia,4677,A,55,,N,,Total Toxics
TGA3X,Pass/Fail Static 48Hr Acute D. Ambigua,4677,A,55,,N,,Total Toxics
TGA6B,Pass/Fail Static 48Hr Acute Menidia,4677,A,55,,N,,Total Toxics
TGA6C,Pass/Fail Static 48Hr Acute Pimephales,4677,A,55,,N,,Total Toxics
TGA6E,Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TGA6H,Pass/Fail Static 48Hr Acute Cyprinella Leedsi,4677,A,16,,Y,,Total Toxics
TGB3B,Pass/Fail Static 96Hr Acute Ceriodaphnia Dubia,4677,A,55,,N,,Total Toxics
TGB6A,Pass/Fail Static 96 Hr Acute Cyprinodon Variega,4677,A,55,,N,,Total Toxics
TGB6C,Pass/Fail Static 96 Hr Acute Pimephales Promelas,4677,A,55,,N,,Total Toxics
TGB6E,Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
